"Piraeus", 37.94882818948211, 23.643107297519066
"Faliro", 37.94514793440661, 23.665289470189098
"Moschato", 37.955819334153745, 23.679414986506075
"Kallithea", 37.96231313642352, 23.697238536182965
"Tavros", 37.96366583365432, 23.703149261814215
"Petralona", 37.968614930241806, 23.709207373622185
"Thissio", 37.976781355635346, 23.717910887149436
"Monastiraki", 37.97507429861217, 23.73568502946803
"Omonoia", 37.98432141126678, 23.728683160119683
"Victoria", 37.99313700048735, 23.730292125925665
"Attiki", 37.99942401991833, 23.722088458008933
"Aghios Nikolaos", 38.00687087029947, 23.727714846662487
"Kato Patissia", 38.011635901892774, 23.72863348083961
"Aghios Eleftherios", 38.020079500918186, 23.731848700512863
"Ano Patissia", 38.023778295025075, 23.735880483877715
"Perissos", 38.03216353675219, 23.74403617556809
"Pefkakia", 38.046872106096686, 23.7831463570412
"Nea lonia", 38.033189128190564, 23.744659173575943
"Iraklio", 38.046976145596, 23.766220873964393
"Irini", 38.04371205956952, 23.78266248337522
"Neratziotissa", 38.04518572663135, 23.79306986913043
"Maroussi", 38.05641852222853, 23.805012183685186
"KAT", 38.06595559355917, 23.80414992917583
"Kifissia", 38.073760082370846, 23.808561906380156
